"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.id","Input.text1","Input.text2","Input.model1","Input.model2","Input.verb_tense","Input.sentiment","Input.pronoun","Answer.Selection.label","Approve","Reject"
"301KG0KX9CL7EKIMPI8HLY91HXD2HZ","3LJ9P5KQ15F7A6B7CP2HS16M76MYTD","Compare Naturalness of Sentences","Pick the more relevant machine-generated sentence for naturalness related to business reviews","text, classification, comparison, naturalness, fluency","$0.02","Mon May 17 08:32:06 PDT 2021","10","BatchId:4444974;OriginalHitTemplateId:928390905;","600","604800","Mon May 24 08:32:06 PDT 2021","","","30OG32W0SUBU5GE7B23WG3B9C8RNER","AKQAI78JTXXC9","Submitted","Mon May 17 08:49:33 PDT 2021","Mon May 17 08:50:27 PDT 2021","Mon May 24 08:50:27 PDT 2021","","","","54","100% (9/9)","0% (0/0)","0% (0/0)","242","Great of the food.","I absolutely love this place.","2021-Apr-30-09:22:17_6000_1","2021-Apr-27-09:53:10_6000_1","Present","Positive","Neutral","Sentence B"
"301KG0KX9CL7EKIMPI8HLY91HXD2HZ","3LJ9P5KQ15F7A6B7CP2HS16M76MYTD","Compare Naturalness of Sentences","Pick the more relevant machine-generated sentence for naturalness related to business reviews","text, classification, comparison, naturalness, fluency","$0.02","Mon May 17 08:32:06 PDT 2021","10","BatchId:4444974;OriginalHitTemplateId:928390905;","600","604800","Mon May 24 08:32:06 PDT 2021","","","324G5B4FB386B57QNONSZHNFIRB074","ADVCIFLB5A9B","Submitted","Mon May 17 08:47:35 PDT 2021","Mon May 17 08:47:41 PDT 2021","Mon May 24 08:47:41 PDT 2021","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","242","Great of the food.","I absolutely love this place.","2021-Apr-30-09:22:17_6000_1","2021-Apr-27-09:53:10_6000_1","Present","Positive","Neutral","Sentence B"
"301KG0KX9CL7EKIMPI8HLY91HXD2HZ","3LJ9P5KQ15F7A6B7CP2HS16M76MYTD","Compare Naturalness of Sentences","Pick the more relevant machine-generated sentence for naturalness related to business reviews","text, classification, comparison, naturalness, fluency","$0.02","Mon May 17 08:32:06 PDT 2021","10","BatchId:4444974;OriginalHitTemplateId:928390905;","600","604800","Mon May 24 08:32:06 PDT 2021","","","33M4IA01QG1OQEXGZEA5DC1QTAQRXP","A2UF2FRGVW4T89","Submitted","Mon May 17 08:48:52 PDT 2021","Mon May 17 08:48:59 PDT 2021","Mon May 24 08:48:59 PDT 2021","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","242","Great of the food.","I absolutely love this place.","2021-Apr-30-09:22:17_6000_1","2021-Apr-27-09:53:10_6000_1","Present","Positive","Neutral","Sentence B"
"301KG0KX9CL7EKIMPI8HLY91HXD2HZ","3LJ9P5KQ15F7A6B7CP2HS16M76MYTD","Compare Naturalness of Sentences","Pick the more relevant machine-generated sentence for naturalness related to business reviews","text, classification, comparison, naturalness, fluency","$0.02","Mon May 17 08:32:06 PDT 2021","10","BatchId:4444974;OriginalHitTemplateId:928390905;","600","604800","Mon May 24 08:32:06 PDT 2021","","","3AAPLD8UCCH4K3ATYZXEA5EET51HTW","A33UMG50QSJ7KS","Submitted","Mon May 17 08:41:53 PDT 2021","Mon May 17 08:46:34 PDT 2021","Mon May 24 08:46:34 PDT 2021","","","","281","0% (0/0)","0% (0/0)","0% (0/0)","242","Great of the food.","I absolutely love this place.","2021-Apr-30-09:22:17_6000_1","2021-Apr-27-09:53:10_6000_1","Present","Positive","Neutral","Sentence A"
"301KG0KX9CL7EKIMPI8HLY91HXD2HZ","3LJ9P5KQ15F7A6B7CP2HS16M76MYTD","Compare Naturalness of Sentences","Pick the more relevant machine-generated sentence for naturalness related to business reviews","text, classification, comparison, naturalness, fluency","$0.02","Mon May 17 08:32:06 PDT 2021","10","BatchId:4444974;OriginalHitTemplateId:928390905;","600","604800","Mon May 24 08:32:06 PDT 2021","","","3IAS3U3I0FG09RDUFS3MN72QYGNB2O","A3I9FTHSULHPYS","Submitted","Mon May 17 08:50:02 PDT 2021","Mon May 17 08:50:06 PDT 2021","Mon May 24 08:50:06 PDT 2021","","","","4","0% (0/0)","0% (0/0)","0% (0/0)","242","Great of the food.","I absolutely love this place.","2021-Apr-30-09:22:17_6000_1","2021-Apr-27-09:53:10_6000_1","Present","Positive","Neutral","Sentence B"
"301KG0KX9CL7EKIMPI8HLY91HXD2HZ","3LJ9P5KQ15F7A6B7CP2HS16M76MYTD","Compare Naturalness of Sentences","Pick the more relevant machine-generated sentence for naturalness related to business reviews","text, classification, comparison, naturalness, fluency","$0.02","Mon May 17 08:32:06 PDT 2021","10","BatchId:4444974;OriginalHitTemplateId:928390905;","600","604800","Mon May 24 08:32:06 PDT 2021","","","3K772S5NP8B2VKSW848JBJEDQWREHI","AR8O1107OAW4V","Submitted","Mon May 17 09:03:41 PDT 2021","Mon May 17 09:04:32 PDT 2021","Mon May 24 09:04:32 PDT 2021","","","","51","0% (0/0)","0% (0/0)","0% (0/0)","242","Great of the food.","I absolutely love this place.","2021-Apr-30-09:22:17_6000_1","2021-Apr-27-09:53:10_6000_1","Present","Positive","Neutral","Sentence B"
"301KG0KX9CL7EKIMPI8HLY91HXD2HZ","3LJ9P5KQ15F7A6B7CP2HS16M76MYTD","Compare Naturalness of Sentences","Pick the more relevant machine-generated sentence for naturalness related to business reviews","text, classification, comparison, naturalness, fluency","$0.02","Mon May 17 08:32:06 PDT 2021","10","BatchId:4444974;OriginalHitTemplateId:928390905;","600","604800","Mon May 24 08:32:06 PDT 2021","","","3NKQQ8O39Y5280KGC84YOGLIKRFDUA","A1OA84CGBXVU6M","Submitted","Mon May 17 08:42:25 PDT 2021","Mon May 17 08:46:05 PDT 2021","Mon May 24 08:46:05 PDT 2021","","","","220","0% (0/0)","0% (0/0)","0% (0/0)","242","Great of the food.","I absolutely love this place.","2021-Apr-30-09:22:17_6000_1","2021-Apr-27-09:53:10_6000_1","Present","Positive","Neutral","Sentence A"
"301KG0KX9CL7EKIMPI8HLY91HXD2HZ","3LJ9P5KQ15F7A6B7CP2HS16M76MYTD","Compare Naturalness of Sentences","Pick the more relevant machine-generated sentence for naturalness related to business reviews","text, classification, comparison, naturalness, fluency","$0.02","Mon May 17 08:32:06 PDT 2021","10","BatchId:4444974;OriginalHitTemplateId:928390905;","600","604800","Mon May 24 08:32:06 PDT 2021","","","3PXX5PX6LXYPEU8YS7W1TPLOA4HABW","A2DDPSXH2X96RF","Submitted","Mon May 17 08:52:09 PDT 2021","Mon May 17 08:52:21 PDT 2021","Mon May 24 08:52:21 PDT 2021","","","","12","0% (0/0)","0% (0/0)","0% (0/0)","242","Great of the food.","I absolutely love this place.","2021-Apr-30-09:22:17_6000_1","2021-Apr-27-09:53:10_6000_1","Present","Positive","Neutral","Sentence B"
"301KG0KX9CL7EKIMPI8HLY91HXD2HZ","3LJ9P5KQ15F7A6B7CP2HS16M76MYTD","Compare Naturalness of Sentences","Pick the more relevant machine-generated sentence for naturalness related to business reviews","text, classification, comparison, naturalness, fluency","$0.02","Mon May 17 08:32:06 PDT 2021","10","BatchId:4444974;OriginalHitTemplateId:928390905;","600","604800","Mon May 24 08:32:06 PDT 2021","","","3Q8GYXHFEP2BITONBB1FWYBK0A85CI","A2QVMCGDLTWV9","Submitted","Mon May 17 08:37:29 PDT 2021","Mon May 17 08:37:34 PDT 2021","Mon May 24 08:37:34 PDT 2021","","","","5","100% (1/1)","0% (0/0)","0% (0/0)","242","Great of the food.","I absolutely love this place.","2021-Apr-30-09:22:17_6000_1","2021-Apr-27-09:53:10_6000_1","Present","Positive","Neutral","Sentence B"
"301KG0KX9CL7EKIMPI8HLY91HXD2HZ","3LJ9P5KQ15F7A6B7CP2HS16M76MYTD","Compare Naturalness of Sentences","Pick the more relevant machine-generated sentence for naturalness related to business reviews","text, classification, comparison, naturalness, fluency","$0.02","Mon May 17 08:32:06 PDT 2021","10","BatchId:4444974;OriginalHitTemplateId:928390905;","600","604800","Mon May 24 08:32:06 PDT 2021","","","3X4MXAO0BGO91ESQP9EJBTNJK8GRWS","A1MEEY4M9GP8BX","Submitted","Mon May 17 08:41:27 PDT 2021","Mon May 17 08:41:33 PDT 2021","Mon May 24 08:41:33 PDT 2021","","","","6","0% (0/1)","0% (0/0)","0% (0/0)","242","Great of the food.","I absolutely love this place.","2021-Apr-30-09:22:17_6000_1","2021-Apr-27-09:53:10_6000_1","Present","Positive","Neutral","Sentence B"
